1879 Amedee-Bollee Marie-Anne | Speed | 18 kmph
2001 Lamborghini Diablo 6.0 | Brakes | ventilated disc
2001 Lamborghini Diablo 6.0 | Brakes | ventilated disc
2001 Lamborghini Diablo 6.0 | Brakes | ventilated disc
2001 Lamborghini Diablo 6.0 | Brakes | ventilated disc
2001 Lamborghini Diablo 6.0 | Brakes | ventilated disc
2001 Lamborghini Diablo 6.0 | Brakes | ventilated disc
2001 Lamborghini Diablo 6.0 | Gears | 5 manual
2001 Lamborghini Diablo 6.0 | Gears | 5 manual
2001 Lamborghini Diablo 6.0 | Gears | 5 manual
2001 Lamborghini Diablo 6.0 | Gears | 5 manual
2001 Lamborghini Diablo 6.0 | Gears | 5 manual
2001 Lamborghini Diablo 6.0 | Gears | 5 manual
2001 Lamborghini Diablo 6.0 | Drive | full
2001 Lamborghini Diablo 6.0 | Drive | full
2001 Lamborghini Diablo 6.0 | Drive | full
2001 Lamborghini Diablo 6.0 | Drive | full
2001 Lamborghini Diablo 6.0 | Drive | full
2001 Lamborghini Diablo 6.0 | Drive | full
2001 Lamborghini Diablo 6.0 SE | Volume | 5992 cc
2001 Lamborghini Diablo 6.0 SE | Cylinders | V12
2001 Lamborghini Diablo 6.0 SE | Power | 550 hp @ 7100 rpm
2001 Lamborghini Diablo 6.0 SE | Torque | 620 nm @ 5500 rpm
2001 Lamborghini Diablo 6.0 SE | Fuel feed | distributed injection
2001 Lamborghini Diablo 6.0 SE | Compression ratio | 10.7
2001 Lamborghini Diablo 6.0 SE | Bore | 87 mm
2001 Lamborghini Diablo 6.0 SE | Stroke | 84 mm
2001 Lamborghini Diablo 6.0 SE | Valves per cylinder | 4
2001 Lamborghini Diablo 6.0 SE | Speed | 330 kmph
2001 Lamborghini Diablo 6.0 SE | 0-100 kmph | 3.8 s
2001 Lamborghini Diablo 6.0 SE | Weight | 1625 kg
2001 Lamborghini Diablo 6.0 SE | Body | coupe
2001 Lamborghini Diablo 6.0 SE | Length | 4470 mm
2001 Lamborghini Diablo 6.0 SE | Width | 2040 mm
2001 Lamborghini Diablo 6.0 SE | Height | 1105 mm
2001 Lamborghini Diablo 6.0 SE | Seats | 2
2001 Lamborghini Diablo 6.0 SE | Doors | 2
2001 Lamborghini Diablo 6.0 SE | Fuel tank | 100 L
2001 Lamborghini Diablo 6.0 SE | Front track | 1610 mm
2001 Lamborghini Diablo 6.0 SE | Rear track | 1670 mm
2001 Lamborghini Diablo 6.0 SE | Wheelbase | 2650 mm
2001 Lamborghini Diablo 6.0 SE | Clearance | 140 mm
2001 Lamborghini Diablo 6.0 SE | Engine placement | center longitudinal
2001 Lamborghini Diablo 6.0 SE | Rear brakes | ventilated disc
2001 Lamborghini Diablo 6.0 SE | Front brakes | ventilated disc
2001 Lamborghini Diablo 6.0 SE | Front brakes size | 365 mm
2001 Lamborghini Diablo 6.0 SE | Rear brakes size | 335 mm
2001 Lamborghini Diablo 6.0 SE | Front tyres | 235/35 ZR18
2001 Lamborghini Diablo 6.0 SE | Rear tyres | 335/30 ZR18
2001 Lamborghini Diablo 6.0 SE | Front wheels | 8.5x18
2001 Lamborghini Diablo 6.0 SE | Rear wheels | 13.0x18
2001 Lamborghini Diablo 6.0 SE | Gears | 6 manual
2001 Lamborghini Diablo 6.0 SE | Drive | full
2001 Lamborghini Eros GT1 | Volume | 6800 cc
2001 Lamborghini Eros GT1 | Cylinders | V12
2001 Lamborghini Eros GT1 | Power | 675 hp
2001 Lamborghini Eros GT1 | Fuel feed | distributed injection
2001 Lamborghini Eros GT1 | Valves per cylinder | 4
2001 Lamborghini Eros GT1 | Speed | 390 kmph
2001 Lamborghini Eros GT1 | Body | coupe
2001 Lamborghini Eros GT1 | Seats | 2
2001 Lamborghini Eros GT1 | Doors | 2
2001 Lamborghini Eros GT1 | Fuel tank | 100 L
2001 Lamborghini Eros GT1 | Front track | 1540 mm
2001 Lamborghini Eros GT1 | Rear track | 1640 mm
2001 Lamborghini Eros GT1 | Wheelbase | 2650 mm
2001 Lamborghini Eros GT1 | Clearance | 140 mm
2001 Lamborghini Eros GT1 | Engine placement | center longitudinal
2001 Lamborghini Eros GT1 | Rear brakes | ventilated disc
2001 Lamborghini Eros GT1 | Front brakes | ventilated disc
2001 Lamborghini Eros GT1 | Front brakes size | 355 mm
2001 Lamborghini Eros GT1 | Rear brakes size | 335 mm
2001 Lamborghini Eros GT1 | Front tyres | 235/35 ZR19
2001 Lamborghini Eros GT1 | Rear tyres | 335/30 ZR19
2001 Lamborghini Eros GT1 | Front wheels | 8.5x19
2001 Lamborghini Eros GT1 | Rear wheels | 13.0x19
2001 Lamborghini Eros GT1 | Gears | 5 manual
2001 Lamborghini Eros GT1 | Drive | rear
2001 Lexus IS 300 | Price | 30500 USD
2001 Lexus IS 300 | Price | 30500 USD
2001 Lexus IS 300 | Volume | 2997 cc
2001 Lexus IS 300 | Volume | 2997 cc
2001 Lexus IS 300 | Cylinders | R6
2001 Lexus IS 300 | Cylinders | R6
2001 Lexus IS 300 | Power | 215 hp @ 5800 rpm
2001 Lexus IS 300 | Power | 215 hp @ 5800 rpm
2001 Lexus IS 300 | Torque | 218 lb-ft @ 3800 rpm
2001 Lexus IS 300 | Torque | 218 lb-ft @ 3800 rpm
2001 Lexus IS 300 | Valves per cylinder | 4
2001 Lexus IS 300 | Valves per cylinder | 4
2001 Lexus IS 300 | Max rpm | 6400
2001 Lexus IS 300 | Max rpm | 6400
2001 Lexus IS 300 | Speed | 143 mph
2001 Lexus IS 300 | Speed | 143 mph
2001 Lexus IS 300 | 0-60 mph | 7.1 s
2001 Lexus IS 300 | 0-60 mph | 7.1 s
2001 Lexus IS 300 | Fuel consumption | 21.4 mpg
2001 Lexus IS 300 | Fuel consumption | 18 mpg
2001 Lexus IS 300 | Fuel consumption | 23 mpg
2001 Lexus IS 300 | Fuel consumption | 21.4 mpg
2001 Lexus IS 300 | Fuel consumption | 18 mpg
2001 Lexus IS 300 | Fuel consumption | 23 mpg
2001 Lexus IS 300 | Weight | 3400 lbs
2001 Lexus IS 300 | Weight | 3400 lbs
2001 Lexus IS 300 | Length | 176.6 in
2001 Lexus IS 300 | Length | 176.6 in
2001 Lexus IS 300 | Width | 67.7 in
2001 Lexus IS 300 | Width | 67.7 in
2001 Lexus IS 300 | Height | 54.9 in
2001 Lexus IS 300 | Height | 54.9 in
2001 Lexus IS 300 | Seats | 5
2001 Lexus IS 300 | Seats | 5
2001 Lexus IS 300 | Fuel tank | 17.5 gal
2001 Lexus IS 300 | Fuel tank | 17.5 gal
2001 Lexus IS 300 | Clearance | 4.9 in
2001 Lexus IS 300 | Clearance | 4.9 in
2001 Lexus IS 300 | Engine placement | front
2001 Lexus IS 300 | Engine placement | front
2001 Lexus IS 300 | Rear brakes | disc
2001 Lexus IS 300 | Rear brakes | disc
2001 Lexus IS 300 | Front brakes | ventilated disc
2001 Lexus IS 300 | Front brakes | ventilated disc
2001 Lexus IS 300 | Gears | 5 auto
2001 Lexus IS 300 | Gears | 5 auto
2001 Lexus IS 300 | Drive | rear
2001 Lexus IS 300 | Drive | rear
2001 Maserati Spyder | Volume | 4.2 L
2001 Maserati Spyder | Cylinders | V8
2001 Maserati Spyder | Power | 390 hp @ 7000 rpm
2001 Maserati Spyder | Fuel | petrol
2001 Maserati Spyder | Valves per cylinder | 4
2001 Maserati Spyder | Seats | 2
2001 Maserati Spyder | Wheelbase | 2440 mm
2001 Maserati Spyder | Gears | 6 seq
2001 Mercedes-Benz C320 | Price | 36950 USD
2001 Mercedes-Benz C320 | Price | 36950 USD
2001 Mercedes-Benz C320 | Price | 36950 USD
2001 Mercedes-Benz C320 | Volume | 3199 cc
2001 Mercedes-Benz C320 | Volume | 3199 cc
2001 Mercedes-Benz C320 | Volume | 3199 cc
2001 Mercedes-Benz C320 | Cylinders | V6
2001 Mercedes-Benz C320 | Cylinders | V6
2001 Mercedes-Benz C320 | Cylinders | V6
2001 Mercedes-Benz C320 | Power | 215 hp @ 5700 rpm
2001 Mercedes-Benz C320 | Power | 215 hp @ 5700 rpm
2001 Mercedes-Benz C320 | Power | 215 hp @ 5700 rpm
2001 Mercedes-Benz C320 | Torque | 229 lb-ft @ 3000 rpm
2001 Mercedes-Benz C320 | Torque | 229 lb-ft @ 3000 rpm
2001 Mercedes-Benz C320 | Torque | 229 lb-ft @ 3000 rpm
2001 Mercedes-Benz C320 | Valves per cylinder | 3
2001 Mercedes-Benz C320 | Valves per cylinder | 3
2001 Mercedes-Benz C320 | Valves per cylinder | 3
2001 Mercedes-Benz C320 | Max rpm | 6000
2001 Mercedes-Benz C320 | Max rpm | 6000
2001 Mercedes-Benz C320 | Max rpm | 6000
2001 Mercedes-Benz C320 | Speed | 135 mph
2001 Mercedes-Benz C320 | Speed | 135 mph
2001 Mercedes-Benz C320 | Speed | 135 mph
2001 Mercedes-Benz C320 | 0-60 mph | 6.8 s
2001 Mercedes-Benz C320 | 0-60 mph | 6.8 s
2001 Mercedes-Benz C320 | 0-60 mph | 6.8 s
2001 Mercedes-Benz C320 | Fuel consumption | 21.1 mpg
2001 Mercedes-Benz C320 | Fuel consumption | 19 mpg
2001 Mercedes-Benz C320 | Fuel consumption | 26 mpg
2001 Mercedes-Benz C320 | Fuel consumption | 21.1 mpg
2001 Mercedes-Benz C320 | Fuel consumption | 19 mpg
2001 Mercedes-Benz C320 | Fuel consumption | 26 mpg
2001 Mercedes-Benz C320 | Fuel consumption | 21.1 mpg
2001 Mercedes-Benz C320 | Fuel consumption | 19 mpg
2001 Mercedes-Benz C320 | Fuel consumption | 26 mpg
2001 Mercedes-Benz C320 | Weight | 3480 lbs
2001 Mercedes-Benz C320 | Weight | 3480 lbs
2001 Mercedes-Benz C320 | Weight | 3480 lbs
2001 Mercedes-Benz C320 | Length | 178.2 in
2001 Mercedes-Benz C320 | Length | 178.2 in
2001 Mercedes-Benz C320 | Length | 178.2 in
2001 Mercedes-Benz C320 | Width | 68 in
2001 Mercedes-Benz C320 | Width | 68 in
2001 Mercedes-Benz C320 | Width | 68 in
2001 Mercedes-Benz C320 | Height | 56.1 in
2001 Mercedes-Benz C320 | Height | 56.1 in
2001 Mercedes-Benz C320 | Height | 56.1 in
2001 Mercedes-Benz C320 | Seats | 5
2001 Mercedes-Benz C320 | Seats | 5
2001 Mercedes-Benz C320 | Seats | 5
2001 Mercedes-Benz C320 | Fuel tank | 18.3 gal
2001 Mercedes-Benz C320 | Fuel tank | 18.3 gal
2001 Mercedes-Benz C320 | Fuel tank | 18.3 gal
2001 Mercedes-Benz C320 | Clearance | 6.3 in
2001 Mercedes-Benz C320 | Clearance | 6.3 in
2001 Mercedes-Benz C320 | Clearance | 6.3 in
2001 Mercedes-Benz C320 | Engine placement | front
2001 Mercedes-Benz C320 | Engine placement | front
2001 Mercedes-Benz C320 | Engine placement | front
2001 Mercedes-Benz C320 | Brakes | ventilated disc
2001 Mercedes-Benz C320 | Brakes | ventilated disc
2001 Mercedes-Benz C320 | Brakes | ventilated disc
2001 Mercedes-Benz C320 | Gears | 5 auto
2001 Mercedes-Benz C320 | Gears | 5 auto
2001 Mercedes-Benz C320 | Gears | 5 auto
2001 Mercedes-Benz C320 | Drive | rear
2001 Mercedes-Benz C320 | Drive | rear
2001 Mercedes-Benz C320 | Drive | rear
2001 Mercedes-Benz CLK55 AMG | Price | 67400 USD
2001 Mercedes-Benz CLK55 AMG | Price | 67400 USD
2001 Mercedes-Benz CLK55 AMG | Price | 67400 USD
2001 Mercedes-Benz CLK55 AMG | Price | 67400 USD
2001 Mercedes-Benz CLK55 AMG | Volume | 5439 cc
2001 Mercedes-Benz CLK55 AMG | Volume | 5439 cc
2001 Mercedes-Benz CLK55 AMG | Volume | 5439 cc
2001 Mercedes-Benz CLK55 AMG | Volume | 5439 cc
2001 Mercedes-Benz CLK55 AMG | Cylinders | V8
2001 Mercedes-Benz CLK55 AMG | Cylinders | V8
2001 Mercedes-Benz CLK55 AMG | Cylinders | V8
2001 Mercedes-Benz CLK55 AMG | Cylinders | V8
2001 Mercedes-Benz CLK55 AMG | Power | 342 hp @ 5500 rpm
2001 Mercedes-Benz CLK55 AMG | Power | 342 hp @ 5500 rpm
2001 Mercedes-Benz CLK55 AMG | Power | 342 hp @ 5500 rpm
2001 Mercedes-Benz CLK55 AMG | Power | 342 hp @ 5500 rpm
2001 Mercedes-Benz CLK55 AMG | Torque | 376 lb-ft @ 3000 rpm
2001 Mercedes-Benz CLK55 AMG | Torque | 376 lb-ft @ 3000 rpm
2001 Mercedes-Benz CLK55 AMG | Torque | 376 lb-ft @ 3000 rpm
2001 Mercedes-Benz CLK55 AMG | Torque | 376 lb-ft @ 3000 rpm
2001 Mercedes-Benz CLK55 AMG | Valves per cylinder | 3
2001 Mercedes-Benz CLK55 AMG | Valves per cylinder | 3
2001 Mercedes-Benz CLK55 AMG | Valves per cylinder | 3
2001 Mercedes-Benz CLK55 AMG | Valves per cylinder | 3
2001 Mercedes-Benz CLK55 AMG | Max rpm | 6000
2001 Mercedes-Benz CLK55 AMG | Max rpm | 6000
2001 Mercedes-Benz CLK55 AMG | Max rpm | 6000
2001 Mercedes-Benz CLK55 AMG | Max rpm | 6000
2001 Mercedes-Benz CLK55 AMG | Speed | 155 mph
2001 Mercedes-Benz CLK55 AMG | Speed | 155 mph
2001 Mercedes-Benz CLK55 AMG | Speed | 155 mph
2001 Mercedes-Benz CLK55 AMG | Speed | 155 mph
2001 Mercedes-Benz CLK55 AMG | 0-60 mph | 5.3 s
2001 Mercedes-Benz CLK55 AMG | 0-60 mph | 5.3 s
2001 Mercedes-Benz CLK55 AMG | 0-60 mph | 5.3 s
2001 Mercedes-Benz CLK55 AMG | 0-60 mph | 5.3 s
2001 Mercedes-Benz CLK55 AMG | Fuel consumption | 18.0 mpg
2001 Mercedes-Benz CLK55 AMG | Fuel consumption | 17 mpg
2001 Mercedes-Benz CLK55 AMG | Fuel consumption | 24 mpg
2001 Mercedes-Benz CLK55 AMG | Fuel consumption | 18.0 mpg
2001 Mercedes-Benz CLK55 AMG | Fuel consumption | 17 mpg
2001 Mercedes-Benz CLK55 AMG | Fuel consumption | 24 mpg
2001 Mercedes-Benz CLK55 AMG | Fuel consumption | 18.0 mpg
2001 Mercedes-Benz CLK55 AMG | Fuel consumption | 17 mpg
2001 Mercedes-Benz CLK55 AMG | Fuel consumption | 24 mpg
2001 Mercedes-Benz CLK55 AMG | Fuel consumption | 18.0 mpg
2001 Mercedes-Benz CLK55 AMG | Fuel consumption | 17 mpg
2001 Mercedes-Benz CLK55 AMG | Fuel consumption | 24 mpg
2001 Mercedes-Benz CLK55 AMG | Weight | 3940 lbs
2001 Mercedes-Benz CLK55 AMG | Weight | 3940 lbs
2001 Mercedes-Benz CLK55 AMG | Weight | 3940 lbs
2001 Mercedes-Benz CLK55 AMG | Weight | 3940 lbs
2001 Mercedes-Benz CLK55 AMG | Length | 180.2 in
2001 Mercedes-Benz CLK55 AMG | Length | 180.2 in
2001 Mercedes-Benz CLK55 AMG | Length | 180.2 in
2001 Mercedes-Benz CLK55 AMG | Length | 180.2 in
2001 Mercedes-Benz CLK55 AMG | Width | 67.8 in
2001 Mercedes-Benz CLK55 AMG | Width | 67.8 in
2001 Mercedes-Benz CLK55 AMG | Width | 67.8 in
2001 Mercedes-Benz CLK55 AMG | Width | 67.8 in
2001 Mercedes-Benz CLK55 AMG | Height | 54 in
2001 Mercedes-Benz CLK55 AMG | Height | 54 in
2001 Mercedes-Benz CLK55 AMG | Height | 54 in
2001 Mercedes-Benz CLK55 AMG | Height | 54 in
2001 Mercedes-Benz CLK55 AMG | Seats | 5
2001 Mercedes-Benz CLK55 AMG | Seats | 5
2001 Mercedes-Benz CLK55 AMG | Seats | 5
2001 Mercedes-Benz CLK55 AMG | Seats | 5
2001 Mercedes-Benz CLK55 AMG | Fuel tank | 16.4 gal
2001 Mercedes-Benz CLK55 AMG | Fuel tank | 16.4 gal
2001 Mercedes-Benz CLK55 AMG | Fuel tank | 16.4 gal
2001 Mercedes-Benz CLK55 AMG | Fuel tank | 16.4 gal
2001 Mercedes-Benz CLK55 AMG | Clearance | 4.7 in
2001 Mercedes-Benz CLK55 AMG | Clearance | 4.7 in
2001 Mercedes-Benz CLK55 AMG | Clearance | 4.7 in
2001 Mercedes-Benz CLK55 AMG | Clearance | 4.7 in
2001 Mercedes-Benz CLK55 AMG | Engine placement | front
2001 Mercedes-Benz CLK55 AMG | Engine placement | front
2001 Mercedes-Benz CLK55 AMG | Engine placement | front
2001 Mercedes-Benz CLK55 AMG | Engine placement | front
2001 Mercedes-Benz CLK55 AMG | Brakes | ventilated disc
2001 Mercedes-Benz CLK55 AMG | Brakes | ventilated disc
2001 Mercedes-Benz CLK55 AMG | Brakes | ventilated disc
2001 Mercedes-Benz CLK55 AMG | Brakes | ventilated disc
2001 Mercedes-Benz CLK55 AMG | Gears | 5 auto
2001 Mercedes-Benz CLK55 AMG | Gears | 5 auto
2001 Mercedes-Benz CLK55 AMG | Gears | 5 auto
2001 Mercedes-Benz CLK55 AMG | Gears | 5 auto
2001 Mercedes-Benz CLK55 AMG | Drive | rear
2001 Mercedes-Benz CLK55 AMG | Drive | rear
2001 Mercedes-Benz CLK55 AMG | Drive | rear
2001 Mercedes-Benz CLK55 AMG | Drive | rear
2001 Mercedes-Benz S55 AMG | Price | 67400 USD
2001 Mercedes-Benz S55 AMG | Price | 67400 USD
2001 Mercedes-Benz S55 AMG | Price | 67400 USD
2001 Mercedes-Benz S55 AMG | Volume | 5439 cc
2001 Mercedes-Benz S55 AMG | Volume | 5439 cc
2001 Mercedes-Benz S55 AMG | Volume | 5439 cc
2001 Mercedes-Benz S55 AMG | Cylinders | V8
2001 Mercedes-Benz S55 AMG | Cylinders | V8
2001 Mercedes-Benz S55 AMG | Cylinders | V8
2001 Mercedes-Benz S55 AMG | Power | 342 hp @ 5500 rpm
2001 Mercedes-Benz S55 AMG | Power | 342 hp @ 5500 rpm
2001 Mercedes-Benz S55 AMG | Power | 342 hp @ 5500 rpm
2001 Mercedes-Benz S55 AMG | Torque | 376 lb-ft @ 3000 rpm
2001 Mercedes-Benz S55 AMG | Torque | 376 lb-ft @ 3000 rpm
2001 Mercedes-Benz S55 AMG | Torque | 376 lb-ft @ 3000 rpm
2001 Mercedes-Benz S55 AMG | Valves per cylinder | 3
2001 Mercedes-Benz S55 AMG | Valves per cylinder | 3
2001 Mercedes-Benz S55 AMG | Valves per cylinder | 3
2001 Mercedes-Benz S55 AMG | Max rpm | 6000
2001 Mercedes-Benz S55 AMG | Max rpm | 6000
2001 Mercedes-Benz S55 AMG | Max rpm | 6000
2001 Mercedes-Benz S55 AMG | Speed | 155 mph
2001 Mercedes-Benz S55 AMG | Speed | 155 mph
2001 Mercedes-Benz S55 AMG | Speed | 155 mph
2001 Mercedes-Benz S55 AMG | 0-60 mph | 5.3 s
2001 Mercedes-Benz S55 AMG | 0-60 mph | 5.3 s
2001 Mercedes-Benz S55 AMG | 0-60 mph | 5.3 s
2001 Mercedes-Benz S55 AMG | Fuel consumption | 18.0 mpg
2001 Mercedes-Benz S55 AMG | Fuel consumption | 17 mpg
2001 Mercedes-Benz S55 AMG | Fuel consumption | 24 mpg
2001 Mercedes-Benz S55 AMG | Fuel consumption | 18.0 mpg
2001 Mercedes-Benz S55 AMG | Fuel consumption | 17 mpg
2001 Mercedes-Benz S55 AMG | Fuel consumption | 24 mpg
2001 Mercedes-Benz S55 AMG | Fuel consumption | 18.0 mpg
2001 Mercedes-Benz S55 AMG | Fuel consumption | 17 mpg
2001 Mercedes-Benz S55 AMG | Fuel consumption | 24 mpg
2001 Mercedes-Benz S55 AMG | Weight | 3940 lbs
2001 Mercedes-Benz S55 AMG | Weight | 3940 lbs
2001 Mercedes-Benz S55 AMG | Weight | 3940 lbs
2001 Mercedes-Benz S55 AMG | Length | 180.2 in
2001 Mercedes-Benz S55 AMG | Length | 180.2 in
2001 Mercedes-Benz S55 AMG | Length | 180.2 in
2001 Mercedes-Benz S55 AMG | Width | 67.8 in
2001 Mercedes-Benz S55 AMG | Width | 67.8 in
2001 Mercedes-Benz S55 AMG | Width | 67.8 in
2001 Mercedes-Benz S55 AMG | Height | 54 in
2001 Mercedes-Benz S55 AMG | Height | 54 in
2001 Mercedes-Benz S55 AMG | Height | 54 in
2001 Mercedes-Benz S55 AMG | Seats | 5
2001 Mercedes-Benz S55 AMG | Seats | 5
2001 Mercedes-Benz S55 AMG | Seats | 5
2001 Mercedes-Benz S55 AMG | Fuel tank | 16.4 gal
2001 Mercedes-Benz S55 AMG | Fuel tank | 16.4 gal
2001 Mercedes-Benz S55 AMG | Fuel tank | 16.4 gal
2001 Mercedes-Benz S55 AMG | Clearance | 4.7 in
2001 Mercedes-Benz S55 AMG | Clearance | 4.7 in
2001 Mercedes-Benz S55 AMG | Clearance | 4.7 in
2001 Mercedes-Benz S55 AMG | Engine placement | front
2001 Mercedes-Benz S55 AMG | Engine placement | front
2001 Mercedes-Benz S55 AMG | Engine placement | front
2001 Mercedes-Benz S55 AMG | Brakes | ventilated disc
2001 Mercedes-Benz S55 AMG | Brakes | ventilated disc
2001 Mercedes-Benz S55 AMG | Brakes | ventilated disc
2001 Mercedes-Benz S55 AMG | Gears | 5 auto
2001 Mercedes-Benz S55 AMG | Gears | 5 auto
2001 Mercedes-Benz S55 AMG | Gears | 5 auto
2001 Mercedes-Benz S55 AMG | Drive | rear
2001 Mercedes-Benz S55 AMG | Drive | rear
2001 Mercedes-Benz S55 AMG | Drive | rear
2001 Mitsubishi Eclipse Spyder GT | Price | 25237 USD
2001 Mitsubishi Eclipse Spyder GT | Price | 25237 USD
2001 Mitsubishi Eclipse Spyder GT | Price | 25237 USD
2001 Mitsubishi Eclipse Spyder GT | Price | 25237 USD
2001 Mitsubishi Eclipse Spyder GT | Price | 25237 USD
2001 Mitsubishi Eclipse Spyder GT | Volume | 2972 cc
2001 Mitsubishi Eclipse Spyder GT | Volume | 2972 cc
2001 Mitsubishi Eclipse Spyder GT | Volume | 2972 cc
2001 Mitsubishi Eclipse Spyder GT | Volume | 2972 cc
2001 Mitsubishi Eclipse Spyder GT | Volume | 2972 cc
2001 Mitsubishi Eclipse Spyder GT | Cylinders | V6
2001 Mitsubishi Eclipse Spyder GT | Cylinders | V6
2001 Mitsubishi Eclipse Spyder GT | Cylinders | V6
2001 Mitsubishi Eclipse Spyder GT | Cylinders | V6
2001 Mitsubishi Eclipse Spyder GT | Cylinders | V6
2001 Mitsubishi Eclipse Spyder GT | Power | 200 hp @ 5500 rpm
2001 Mitsubishi Eclipse Spyder GT | Power | 200 hp @ 5500 rpm
2001 Mitsubishi Eclipse Spyder GT | Power | 200 hp @ 5500 rpm
2001 Mitsubishi Eclipse Spyder GT | Power | 200 hp @ 5500 rpm
2001 Mitsubishi Eclipse Spyder GT | Power | 200 hp @ 5500 rpm
2001 Mitsubishi Eclipse Spyder GT | Torque | 205 lb-ft @ 4000 rpm
2001 Mitsubishi Eclipse Spyder GT | Torque | 205 lb-ft @ 4000 rpm
2001 Mitsubishi Eclipse Spyder GT | Torque | 205 lb-ft @ 4000 rpm
2001 Mitsubishi Eclipse Spyder GT | Torque | 205 lb-ft @ 4000 rpm
2001 Mitsubishi Eclipse Spyder GT | Torque | 205 lb-ft @ 4000 rpm
2001 Mitsubishi Eclipse Spyder GT | Valves per cylinder | 4
2001 Mitsubishi Eclipse Spyder GT | Valves per cylinder | 4
2001 Mitsubishi Eclipse Spyder GT | Valves per cylinder | 4
2001 Mitsubishi Eclipse Spyder GT | Valves per cylinder | 4
2001 Mitsubishi Eclipse Spyder GT | Valves per cylinder | 4
2001 Mitsubishi Eclipse Spyder GT | Max rpm | 6200
2001 Mitsubishi Eclipse Spyder GT | Max rpm | 6200
2001 Mitsubishi Eclipse Spyder GT | Max rpm | 6200
2001 Mitsubishi Eclipse Spyder GT | Max rpm | 6200
2001 Mitsubishi Eclipse Spyder GT | Max rpm | 6200
2001 Mitsubishi Eclipse Spyder GT | Speed | 135 mph
2001 Mitsubishi Eclipse Spyder GT | Speed | 135 mph
2001 Mitsubishi Eclipse Spyder GT | Speed | 135 mph
2001 Mitsubishi Eclipse Spyder GT | Speed | 135 mph
2001 Mitsubishi Eclipse Spyder GT | Speed | 135 mph
2001 Mitsubishi Eclipse Spyder GT | 0-60 mph | 7.6 s
2001 Mitsubishi Eclipse Spyder GT | 0-60 mph | 7.6 s
2001 Mitsubishi Eclipse Spyder GT | 0-60 mph | 7.6 s
2001 Mitsubishi Eclipse Spyder GT | 0-60 mph | 7.6 s
2001 Mitsubishi Eclipse Spyder GT | 0-60 mph | 7.6 s
2001 Mitsubishi Eclipse Spyder GT | Fuel consumption | 23.5 mpg
2001 Mitsubishi Eclipse Spyder GT | Fuel consumption | 20 mpg
2001 Mitsubishi Eclipse Spyder GT | Fuel consumption | 27 mpg
2001 Mitsubishi Eclipse Spyder GT | Fuel consumption | 23.5 mpg
2001 Mitsubishi Eclipse Spyder GT | Fuel consumption | 20 mpg
2001 Mitsubishi Eclipse Spyder GT | Fuel consumption | 27 mpg
2001 Mitsubishi Eclipse Spyder GT | Fuel consumption | 23.5 mpg
2001 Mitsubishi Eclipse Spyder GT | Fuel consumption | 20 mpg
2001 Mitsubishi Eclipse Spyder GT | Fuel consumption | 27 mpg
2001 Mitsubishi Eclipse Spyder GT | Fuel consumption | 23.5 mpg
2001 Mitsubishi Eclipse Spyder GT | Fuel consumption | 20 mpg
2001 Mitsubishi Eclipse Spyder GT | Fuel consumption | 27 mpg
